OrderID,OrderDate,ProductID,CustomerID,ProvinceID,CountryID,Quantity,UnitPrice,Discount
1108,2024-05-08,P003,C0387,303,3,9,881,0.04
1109,2024-01-06,P011,C0409,304,3,2,538,0.1
1110,2024-10-22,P013,C0699,304,3,4,2991,0.01
1111,2024-09-02,P001,C0687,305,3,9,1224,0.02
1112,2024-02-12,P005,C0056,305,3,6,2924,0.15
1113,2025-04-14,P004,C0372,306,3,8,155,0.12
1114,2024-04-26,P013,C0103,306,3,9,1387,0.18
1115,2025-07-21,P004,C0238,307,3,6,922,0.02
1116,2024-03-11,P003,C0339,307,3,6,773,0.01
1117,2024-12-18,P005,C0803,308,3,2,2814,0.05
1118,2025-10-02,P003,C0969,308,3,6,1541,0.16
1119,2025-01-13,P011,C0988,309,3,5,2013,0.15
1120,2025-07-14,P007,C0053,309,3,2,1466,0.09
1121,2024-02-26,P012,C0183,310,3,10,1763,0.12
1122,2025-08-06,P007,C0887,310,3,6,627,0.13
1123,2025-08-16,P012,C0917,311,3,8,2212,0.03
1124,2025-06-24,P013,C0497,311,3,3,2527,0.04
1125,2025-09-13,P007,C0918,312,3,7,2694,0.17
1126,2024-09-28,P008,C0822,312,3,9,935,0.19
1127,2024-10-30,P018,C0988,313,3,7,980,0.14
1128,2025-03-12,P017,C0350,313,3,6,1141,0.1
1129,2025-05-20,P015,C0041,314,3,9,1727,0.13
1130,2024-10-29,P011,C0537,314,3,2,2365,0.01
1131,2024-09-01,P008,C0632,315,3,1,2113,0.14
1132,2024-04-07,P007,C0162,315,3,2,2414,0.18
1133,2024-08-19,P003,C0354,316,3,8,954,0.14
1134,2025-02-02,P005,C0703,316,3,6,895,0.13
1135,2025-07-06,P010,C0706,317,3,4,1911,0.12
1136,2025-02-14,P009,C0610,317,3,8,1075,0.02
1137,2024-10-17,P006,C0649,318,3,1,977,0.1
1138,2024-03-26,P013,C0915,318,3,9,285,0.18
1139,2025-06-11,P007,C0726,319,3,10,1933,0.18
1140,2025-05-07,P007,C0274,319,3,5,2383,0.19
1141,2024-09-12,P006,C0554,320,3,7,1635,0.1
1142,2025-10-18,P015,C0048,320,3,3,1110,0.09
1143,2024-04-09,P002,C0119,321,3,1,2511,0.05
1144,2024-03-05,P012,C0899,321,3,7,2507,0.13
1145,2024-07-15,P018,C0858,322,3,8,552,0.0
1146,2024-12-07,P017,C0646,322,3,10,735,0.14
1147,2024-09-10,P001,C0044,323,3,8,1359,0.01
1148,2024-10-19,P020,C0867,323,3,2,1482,0.06
1149,2025-08-17,P018,C0436,324,3,7,2652,0.11
1150,2025-09-30,P013,C0937,324,3,3,2344,0.12
1151,2024-03-11,P005,C0018,325,3,8,1289,0.1
1152,2025-09-05,P006,C0046,325,3,3,2065,0.07
1153,2025-06-05,P016,C0377,326,3,5,1158,0.09
1154,2025-11-08,P020,C0376,326,3,9,2885,0.17
1155,2025-03-24,P009,C0140,327,3,6,391,0.13
1156,2024-07-11,P003,C0512,327,3,7,1638,0.1
1157,2025-06-06,P010,C0489,328,3,4,2130,0.18
1158,2024-09-12,P019,C0166,328,3,4,2056,0.18
1159,2024-02-27,P008,C0271,329,3,2,874,0.02
1160,2025-09-05,P008,C0178,329,3,4,1101,0.07
1161,2025-06-29,P001,C0850,330,3,7,1245,0.09
1162,2024-07-27,P017,C0357,330,3,7,2970,0.07
1163,2024-10-26,P006,C0315,331,3,8,315,0.17
1164,2025-07-14,P012,C0236,331,3,7,500,0.14
1165,2025-11-28,P017,C0398,332,3,4,2984,0.0
1166,2024-11-30,P008,C0026,332,3,8,1555,0.04
1167,2025-07-11,P014,C0454,333,3,10,1354,0.12
1168,2024-08-25,P020,C0328,333,3,9,1153,0.04
1169,2024-03-05,P012,C0320,334,3,9,159,0.16
1170,2024-09-08,P005,C0019,334,3,7,765,0.17
1171,2024-08-15,P012,C0076,335,3,6,1288,0.08
1172,2025-05-28,P010,C0433,335,3,9,1364,0.02
1173,2024-01-21,P009,C0193,336,3,8,820,0.09
1174,2025-11-09,P017,C0401,336,3,9,1452,0.18
1175,2025-05-22,P001,C0243,337,3,4,2842,0.18
1176,2024-09-11,P002,C0897,337,3,9,1902,0.14
1177,2024-05-28,P020,C0155,338,3,5,356,0.08
1178,2025-04-15,P005,C0307,338,3,9,1630,0.05
1179,2024-09-04,P015,C0703,339,3,8,969,0.11
1180,2024-10-07,P003,C0799,339,3,9,2074,0.03
1181,2024-12-31,P018,C0483,340,3,4,200,0.12
1182,2025-06-20,P017,C0955,340,3,7,1512,0.0
1183,2024-05-22,P008,C0532,341,3,6,1937,0.11
1184,2025-03-19,P015,C0662,341,3,7,831,0.15
1185,2025-10-15,P010,C0800,342,3,2,1298,0.01
1186,2024-04-06,P017,C0086,342,3,3,2175,0.16
1187,2025-10-31,P014,C0754,343,3,2,2675,0.17
1188,2025-07-05,P008,C0195,343,3,8,556,0.15
1189,2025-03-31,P019,C0642,401,4,10,1757,0.01
1190,2024-08-13,P009,C0290,401,4,2,2363,0.19
1191,2024-04-03,P009,C0834,402,4,7,2752,0.16
1192,2025-03-24,P010,C0474,402,4,2,2367,0.01
1193,2024-12-25,P008,C0417,403,4,1,1851,0.1
1194,2024-09-29,P008,C0587,403,4,4,2590,0.1
1195,2024-09-08,P014,C0899,404,4,6,589,0.18
1196,2025-02-09,P020,C0518,404,4,8,550,0.08
1197,2025-07-01,P012,C0349,405,4,7,1502,0.02
1198,2024-11-07,P016,C0193,405,4,6,1821,0.18
1199,2025-02-26,P005,C0831,406,4,1,1689,0.19
1200,2024-12-01,P015,C0999,406,4,5,2982,0.18
1201,2024-10-11,P016,C0527,407,4,1,1667,0.16
1202,2024-07-23,P020,C0151,407,4,5,1867,0.17
1203,2024-05-21,P020,C0291,408,4,9,1114,0.16
1204,2024-11-19,P001,C0240,408,4,2,900,0.03
1205,2024-06-14,P015,C0134,409,4,9,1184,0.12
1206,2025-03-28,P013,C0589,409,4,3,1127,0.03
1207,2024-11-03,P008,C0993,410,4,9,1298,0.13
1208,2024-06-06,P001,C0509,410,4,10,895,0.02
1209,2024-01-04,P006,C0990,411,4,8,1138,0.04
1210,2025-05-19,P016,C0856,411,4,2,577,0.18
1211,2024-08-04,P002,C0770,412,4,1,2486,0.05
1212,2024-08-31,P016,C0667,412,4,6,2649,0.09
1213,2025-09-21,P010,C0365,413,4,3,399,0.03
1214,2025-02-09,P020,C0165,413,4,1,2685,0.12
1215,2025-03-28,P016,C0105,414,4,10,358,0.18
1216,2025-05-07,P012,C0721,414,4,9,2177,0.05
1217,2024-04-24,P017,C0582,415,4,9,1743,0.05
1218,2024-06-20,P017,C0522,415,4,3,1609,0.15
1219,2024-11-25,P005,C0920,416,4,10,138,0.04
1220,2024-01-26,P008,C0238,416,4,10,1100,0.09
1221,2024-04-13,P004,C0189,417,4,4,2603,0.14
1222,2025-06-06,P018,C0779,417,4,2,2553,0.12
1223,2024-01-23,P008,C0522,418,4,3,393,0.01
1224,2024-06-11,P017,C0782,418,4,1,300,0.02
1225,2025-08-20,P003,C0237,419,4,8,1303,0.05
1226,2024-06-01,P018,C0674,419,4,3,2697,0.15
1227,2025-07-25,P019,C0919,501,5,4,1104,0.04
1228,2025-04-12,P003,C0240,501,5,3,1051,0.08
1229,2024-09-16,P015,C0063,502,5,7,2240,0.03
1230,2025-06-05,P020,C0746,502,5,10,573,0.11
1231,2024-12-29,P012,C0655,503,5,9,870,0.04
1232,2024-04-02,P015,C0097,503,5,6,2947,0.18
1233,2024-10-15,P012,C0711,504,5,4,2310,0.19
1234,2024-09-06,P011,C0588,504,5,9,1851,0.07
1235,2025-02-18,P005,C0135,505,5,1,1411,0.17
1236,2024-12-28,P009,C0760,505,5,6,1237,0.08
1237,2024-08-24,P015,C0144,506,5,2,2742,0.08
1238,2025-09-23,P018,C0352,506,5,2,1791,0.05
1239,2025-03-23,P012,C0551,507,5,1,2039,0.17
1240,2025-11-14,P020,C0720,507,5,7,2963,0.17
1241,2024-11-06,P019,C0909,508,5,4,2749,0.01
1242,2024-11-20,P009,C0697,508,5,9,1574,0.06
1243,2024-03-15,P009,C0704,509,5,7,1023,0.12
1244,2024-05-20,P007,C0915,509,5,1,373,0.03
1245,2024-03-08,P007,C0875,510,5,10,1709,0.15
1246,2025-05-22,P010,C0173,510,5,3,1619,0.11
1247,2024-06-30,P020,C0255,511,5,5,2965,0.15
1248,2024-06-25,P007,C0630,511,5,5,998,0.01
1249,2024-01-05,P011,C0415,512,5,2,670,0.1
1250,2024-11-19,P004,C0953,512,5,3,2476,0.19
1251,2024-01-11,P019,C0715,513,5,3,1893,0.2
1252,2025-03-27,P009,C0605,513,5,10,122,0.17
1253,2024-01-06,P005,C0811,514,5,3,2256,0.02
1254,2025-05-09,P008,C0316,514,5,5,2041,0.1
1255,2024-09-01,P009,C0435,515,5,9,507,0.01
1256,2024-05-21,P012,C0679,515,5,3,1923,0.06
1257,2025-03-12,P010,C0703,516,5,3,485,0.03
1258,2024-06-27,P016,C0655,516,5,1,1814,0.1
1259,2024-07-23,P006,C0570,517,5,2,2960,0.08
1260,2024-12-09,P008,C0783,517,5,9,1215,0.09
1261,2025-06-08,P003,C0851,518,5,4,814,0.17
1262,2024-06-15,P011,C0994,518,5,8,486,0.14
1263,2025-06-10,P007,C0167,601,6,10,1672,0.14
1264,2024-07-13,P006,C0603,601,6,6,1156,0.03
1265,2024-08-20,P005,C0602,602,6,5,558,0.12
1266,2024-02-13,P015,C0589,602,6,10,644,0.09
1267,2025-04-22,P002,C0792,603,6,5,1463,0.2
1268,2025-04-21,P002,C0217,603,6,9,2670,0.17
1269,2025-02-28,P004,C0571,604,6,7,1530,0.08
1270,2025-02-25,P009,C0997,604,6,3,2260,0.08
1271,2024-11-15,P017,C0211,605,6,3,2618,0.18
1272,2025-02-07,P019,C0219,605,6,4,175,0.06
1273,2025-08-21,P020,C0634,606,6,8,2255,0.05
1274,2025-06-16,P020,C0702,606,6,3,2691,0.11
1275,2025-02-10,P002,C0788,607,6,8,1685,0.06
1276,2024-12-04,P017,C0180,607,6,7,2082,0.13
1277,2025-06-15,P001,C0029,608,6,4,2176,0.0
1278,2024-08-31,P014,C0524,608,6,8,719,0.13
1279,2024-06-30,P009,C0951,609,6,3,2505,0.18
1280,2025-07-27,P004,C0539,609,6,4,2234,0.18
1281,2024-06-30,P004,C0461,605,6,10,1917,0.19
1282,2024-05-05,P008,C0279,504,5,7,1991,0.09
1283,2025-04-28,P011,C0793,120,1,7,2632,0.11
1284,2025-05-27,P010,C0167,210,2,10,1811,0.05
1285,2024-09-13,P017,C0034,407,4,5,2200,0.14
1286,2024-08-17,P013,C0441,208,2,9,1142,0.1
1287,2025-06-09,P002,C0223,319,3,4,329,0.0
1288,2024-05-11,P020,C0989,223,2,4,1343,0.18
1289,2024-11-03,P014,C0599,328,3,1,2953,0.16
1290,2025-07-22,P015,C0130,338,3,3,806,0.06
1291,2025-03-04,P011,C0925,414,4,3,1115,0.18
1292,2024-08-01,P013,C0289,328,3,2,2164,0.11
1293,2024-01-01,P002,C0106,517,5,5,104,0.11
1294,2025-09-11,P011,C0810,107,1,2,623,0.08
1295,2025-09-14,P007,C0734,416,4,3,2273,0.19
1296,2025-11-18,P006,C0644,418,4,10,607,0.18
1297,2024-03-01,P002,C0086,412,4,9,1869,0.15
1298,2025-07-24,P016,C0028,312,3,4,2413,0.09
1299,2024-06-24,P018,C0291,311,3,1,2834,0.15
1300,2025-09-03,P019,C0712,120,1,10,1809,0.15
1301,2024-02-12,P017,C0095,220,2,7,1509,0.07
1302,2024-09-24,P017,C0664,208,2,9,722,0.05
1303,2025-11-23,P007,C0120,404,4,9,969,0.05
1304,2024-08-11,P010,C0673,319,3,4,304,0.0
1305,2025-05-21,P017,C0089,401,4,10,2819,0.14
1306,2024-04-19,P010,C0607,106,1,2,521,0.1
1307,2025-05-20,P014,C0338,504,5,2,2594,0.18
1308,2024-10-23,P007,C0211,319,3,6,1471,0.1
1309,2025-02-10,P012,C0105,606,6,8,652,0.15
1310,2025-07-09,P011,C0792,226,2,7,2789,0.01
1311,2024-04-24,P016,C0570,504,5,5,1161,0.03
1312,2025-09-21,P002,C0552,518,5,9,989,0.1
1313,2024-08-17,P006,C0847,102,1,2,209,0.18
1314,2025-04-26,P018,C0709,208,2,10,1140,0.19
1315,2024-08-23,P014,C0764,214,2,4,1913,0.07
1316,2024-03-22,P017,C0832,213,2,5,2235,0.17
1317,2024-08-22,P020,C0218,225,2,6,1084,0.11
1318,2024-12-01,P014,C0007,201,2,10,959,0.03
1319,2024-09-08,P015,C0097,402,4,10,235,0.06
1320,2024-02-21,P005,C0760,306,3,1,2349,0.12
1321,2024-09-17,P001,C0577,120,1,9,2955,0.07
1322,2024-12-08,P010,C0875,214,2,4,2841,0.05
1323,2024-07-23,P010,C0051,120,1,3,2099,0.03
1324,2025-01-31,P010,C0267,316,3,6,2065,0.04
1325,2024-07-06,P020,C0056,305,3,5,845,0.14
1326,2024-10-23,P020,C0980,106,1,2,2503,0.09
1327,2025-10-14,P013,C0284,304,3,4,1515,0.08
1328,2025-07-17,P004,C0252,120,1,3,1506,0.2
1329,2024-08-17,P002,C0660,518,5,8,249,0.02
1330,2024-09-11,P009,C0590,320,3,6,975,0.15
1331,2025-01-29,P004,C0213,309,3,2,1760,0.19
1332,2025-11-03,P009,C0643,401,4,6,2271,0.19
1333,2024-07-04,P003,C0593,408,4,2,1391,0.13
1334,2025-06-14,P016,C0399,108,1,9,2981,0.09
1335,2025-04-27,P019,C0729,227,2,7,2158,0.19
1336,2024-07-22,P014,C0284,206,2,8,2105,0.05
1337,2024-12-12,P017,C0600,328,3,9,1625,0.0
1338,2024-07-05,P016,C0662,405,4,4,190,0.01
1339,2024-06-10,P006,C0500,321,3,2,2917,0.18
1340,2024-09-19,P019,C0274,410,4,5,2461,0.15
1341,2025-03-10,P010,C0778,327,3,9,1205,0.06
1342,2024-07-02,P006,C0186,418,4,1,1515,0.2
1343,2025-04-15,P017,C0175,602,6,8,944,0.08
1344,2024-11-06,P016,C0749,514,5,4,916,0.01
1345,2024-03-24,P016,C0642,603,6,5,618,0.07
1346,2024-06-15,P018,C0871,215,2,10,2817,0.03
1347,2025-03-26,P016,C0687,325,3,3,2672,0.02
1348,2024-08-28,P012,C0224,319,3,9,701,0.09
1349,2025-08-26,P019,C0912,205,2,2,1777,0.2
1350,2024-07-06,P017,C0461,224,2,7,281,0.17
1351,2025-10-06,P009,C0236,517,5,7,2136,0.15
1352,2024-01-21,P017,C0257,405,4,1,1956,0.2
1353,2024-06-06,P004,C0970,221,2,6,2105,0.08
1354,2025-03-03,P003,C0562,206,2,8,2284,0.2
1355,2025-09-07,P017,C0591,602,6,3,945,0.11
1356,2024-05-22,P003,C0577,309,3,7,1919,0.09
1357,2024-01-24,P005,C0984,109,1,7,1875,0.17
1358,2025-10-03,P007,C0907,335,3,10,2923,0.02
1359,2025-11-24,P016,C0592,504,5,5,2973,0.02
1360,2024-12-29,P001,C0027,340,3,5,1116,0.01
1361,2025-06-04,P016,C0161,416,4,4,2370,0.01
1362,2025-07-15,P001,C0835,103,1,8,2512,0.01
1363,2025-08-28,P010,C0567,335,3,3,2706,0.05
1364,2025-08-06,P001,C0212,213,2,4,2166,0.01
1365,2025-10-04,P016,C0933,215,2,8,2618,0.19
1366,2024-12-31,P007,C0159,224,2,10,2753,0.06
1367,2024-12-29,P012,C0235,218,2,5,1019,0.19
1368,2025-01-06,P013,C0107,413,4,8,423,0.19
1369,2024-09-11,P017,C0550,205,2,10,1939,0.09
1370,2024-11-04,P020,C0056,507,5,7,2971,0.14
1371,2025-01-22,P011,C0661,419,4,10,849,0.04
1372,2025-02-14,P020,C0090,121,1,3,1891,0.15
1373,2024-05-29,P008,C0202,415,4,8,2980,0.07
1374,2024-01-09,P018,C0945,316,3,3,806,0.09
1375,2025-10-08,P007,C0028,226,2,10,922,0.08
1376,2025-04-18,P011,C0182,319,3,10,1734,0.01
1377,2025-08-13,P013,C0481,606,6,8,2227,0.09
1378,2024-09-06,P020,C0560,225,2,7,1539,0.04
1379,2024-03-15,P010,C0474,513,5,4,853,0.09
1380,2025-05-02,P007,C0310,517,5,7,2785,0.06
1381,2025-11-29,P019,C0017,505,5,4,1928,0.02
1382,2025-05-25,P001,C0668,211,2,4,1426,0.13
1383,2025-01-26,P017,C0751,511,5,8,2179,0.14
1384,2025-03-31,P004,C0226,518,5,8,1440,0.18
1385,2025-09-17,P001,C0054,331,3,4,1505,0.15
1386,2024-10-14,P014,C0812,506,5,5,1220,0.01
1387,2024-03-29,P008,C0091,216,2,7,845,0.08
1388,2024-10-05,P003,C0409,334,3,9,773,0.14
1389,2024-04-12,P001,C0236,336,3,8,818,0.1
1390,2025-04-17,P009,C0999,320,3,3,2533,0.13
1391,2024-12-30,P005,C0093,120,1,4,1729,0.09
1392,2025-07-27,P007,C0159,322,3,2,1536,0.03
1393,2024-06-15,P008,C0175,305,3,9,759,0.04
1394,2024-04-03,P001,C0736,301,3,6,1941,0.0
1395,2024-09-20,P008,C0256,314,3,1,1248,0.03
1396,2024-03-12,P014,C0154,321,3,10,1142,0.16
1397,2024-12-25,P006,C0958,412,4,7,1033,0.12
1398,2024-07-27,P018,C0373,338,3,4,526,0.06
1399,2025-01-13,P007,C0838,401,4,8,1719,0.12
1400,2024-10-02,P002,C0642,514,5,8,440,0.04
1401,2024-01-26,P009,C0335,116,1,3,1800,0.1
1402,2024-04-03,P020,C0709,518,5,6,1917,0.14
1403,2025-07-02,P009,C0561,514,5,6,1169,0.17
1404,2025-07-08,P009,C0549,413,4,1,626,0.15
1405,2024-07-08,P007,C0510,322,3,9,2958,0.04
1406,2025-04-19,P005,C0141,310,3,2,575,0.02
1407,2025-01-08,P015,C0206,337,3,9,1236,0.03
1408,2024-04-03,P013,C0408,419,4,4,1459,0.02
1409,2025-01-21,P004,C0980,321,3,8,1344,0.11
1410,2025-10-25,P015,C0549,210,2,2,1864,0.04
1411,2024-01-10,P002,C0491,321,3,9,244,0.2
1412,2024-05-03,P011,C0476,307,3,5,2101,0.17
1413,2025-06-16,P007,C0461,508,5,3,2141,0.16
1414,2024-10-19,P010,C0761,324,3,7,557,0.0
1415,2025-08-03,P013,C0185,324,3,2,2696,0.17
1416,2025-08-12,P014,C0563,317,3,8,2000,0.16
1417,2024-07-26,P012,C0732,602,6,4,620,0.12
1418,2025-11-09,P006,C0887,208,2,1,2818,0.03
1419,2024-07-10,P001,C0073,406,4,6,560,0.1
1420,2025-09-07,P007,C0046,512,5,9,1022,0.08
1421,2025-01-19,P018,C0808,601,6,4,2541,0.11
1422,2024-10-15,P019,C0271,114,1,6,299,0.1
1423,2024-07-30,P013,C0286,408,4,3,155,0.05
1424,2025-03-03,P004,C0181,219,2,3,572,0.03
1425,2024-11-08,P014,C0246,343,3,2,127,0.14
1426,2025-07-06,P014,C0985,601,6,9,827,0.01
1427,2024-10-02,P004,C0954,414,4,6,603,0.0
1428,2025-03-20,P019,C0432,317,3,3,854,0.09
1429,2024-11-09,P012,C0730,412,4,10,394,0.01
1430,2025-02-16,P017,C0945,209,2,6,2848,0.09
1431,2025-11-14,P010,C0068,333,3,5,1447,0.0
1432,2025-01-21,P016,C0011,217,2,2,446,0.05
1433,2025-08-07,P019,C0883,204,2,10,2300,0.17
1434,2024-06-09,P017,C0155,308,3,2,2414,0.0
1435,2024-12-11,P003,C0586,513,5,6,2382,0.08
1436,2024-10-23,P011,C0153,513,5,3,894,0.16
1437,2024-07-24,P020,C0906,308,3,1,1882,0.0
1438,2025-11-15,P004,C0782,331,3,10,863,0.2
1439,2024-07-20,P003,C0622,101,1,2,502,0.15
1440,2024-01-20,P016,C0568,224,2,6,1277,0.1
1441,2025-09-07,P006,C0574,502,5,5,1713,0.06
1442,2024-08-05,P017,C0331,341,3,3,1502,0.06
1443,2025-11-30,P019,C0203,415,4,6,2602,0.04
1444,2025-09-19,P020,C0264,323,3,7,516,0.07
1445,2025-11-05,P007,C0958,343,3,9,2402,0.13
1446,2025-10-05,P001,C0635,339,3,5,2345,0.01
1447,2025-11-24,P007,C0236,511,5,9,2654,0.12
1448,2024-09-17,P020,C0179,224,2,10,2763,0.11
1449,2024-01-22,P014,C0435,325,3,7,1926,0.1
1450,2024-12-03,P018,C0122,219,2,4,1857,0.08
1451,2024-04-20,P020,C0591,608,6,5,2774,0.11
1452,2024-09-28,P014,C0478,512,5,5,2249,0.06
1453,2024-10-03,P001,C0756,412,4,5,700,0.13
1454,2025-05-26,P009,C0972,335,3,8,938,0.03
1455,2024-07-14,P010,C0899,204,2,7,228,0.03
1456,2025-03-30,P005,C0383,216,2,8,2262,0.03
1457,2025-05-08,P005,C0280,417,4,8,1715,0.19
1458,2025-07-24,P012,C0904,416,4,2,634,0.11
1459,2024-10-19,P004,C0013,317,3,2,177,0.19
1460,2025-04-14,P020,C0009,332,3,4,1978,0.17
1461,2024-03-26,P008,C0150,608,6,3,1845,0.03
1462,2024-10-07,P017,C0558,508,5,2,207,0.03
1463,2025-08-29,P019,C0419,609,6,3,2631,0.13
1464,2024-06-30,P017,C0598,108,1,3,2010,0.1
1465,2024-02-06,P009,C0456,205,2,1,2654,0.06
1466,2025-11-02,P009,C0928,315,3,9,1822,0.04
1467,2025-02-27,P001,C0543,603,6,2,722,0.17
1468,2025-09-29,P002,C0375,507,5,5,896,0.15
