OrderID,OrderDate,ProductID,CustomerID,ProvinceID,Province,Quantity,UnitPrice,Discount
1033,2023-04-28,P008,C0499,117,Salta,3,474809.99,0.0
1034,2023-02-14,P026,C0363,117,Salta,11,152788.56,0.1
1035,2024-12-03,P015,C0169,118,San Juan,13,930127.8,0.0
1036,2025-09-03,P005,C0855,118,San Juan,6,256769.32,0.1
1037,2024-01-31,P026,C0487,119,San Luis,3,161276.82,0.05
1038,2023-02-24,P023,C1289,119,San Luis,5,718737.99,0.15
1039,2025-04-07,P019,C1205,120,Santa Cruz,1,21467.77,0.1
1040,2023-07-25,P026,C1295,120,Santa Cruz,1,169765.07,0.0
1041,2023-01-27,P016,C0165,121,Santa Fe,3,267531.85,0.05
1042,2024-11-12,P021,C1030,121,Santa Fe,5,733008.7,0.2
1043,2024-05-15,P006,C0098,122,Santiago del Estero,10,148982.3,0.05
1044,2025-11-21,P020,C0715,122,Santiago del Estero,12,543693.53,0.0
1045,2025-11-02,P020,C0854,123,Tierra del Fuego,5,543693.53,0.0
1046,2023-01-18,P023,C1190,123,Tierra del Fuego,1,845574.11,0.0
1047,2023-05-18,P021,C0094,124,Tucumán,2,870447.83,0.05
1048,2023-09-23,P003,C1299,124,Tucumán,1,59896.58,0.1
1049,2023-12-29,P004,C0790,106,Córdoba,12,586287.68,0.25
1050,2024-07-09,P015,C0027,102,Ciudad Autónoma de Buenos Aires,1,883621.41,0.05
1051,2023-11-25,P016,C1298,118,San Juan,6,253451.22,0.1
1052,2024-10-18,P028,C0694,109,Formosa,4,264078.42,0.2
1053,2025-03-29,P019,C0227,101,Buenos Aires,13,23853.08,0.0
1054,2024-01-13,P014,C1458,119,San Luis,6,621661.2,0.0
1055,2023-04-14,P026,C1447,115,Neuquén,8,169765.07,0.0
1056,2024-07-24,P007,C0761,124,Tucumán,9,183088.31,0.25
1057,2024-09-04,P023,C1378,121,Santa Fe,4,761016.7,0.1
1058,2024-12-07,P028,C1240,106,Córdoba,3,330098.02,0.0
1059,2025-10-10,P001,C0715,101,Buenos Aires,6,160800.3,0.05
1060,2025-11-16,P014,C0388,105,Chubut,9,466245.9,0.25
1061,2025-02-16,P018,C0577,102,Ciudad Autónoma de Buenos Aires,8,319093.85,0.0
1062,2025-01-24,P026,C1339,108,Entre Ríos,14,169765.07,0.0
1063,2023-09-27,P018,C0645,101,Buenos Aires,13,319093.85,0.0
1064,2025-10-25,P008,C0209,109,Formosa,3,427328.99,0.1
1065,2025-02-14,P018,C1041,110,Jujuy,1,303139.16,0.05
1066,2025-08-25,P001,C1229,121,Santa Fe,6,160800.3,0.05
1067,2025-01-09,P008,C0194,102,Ciudad Autónoma de Buenos Aires,13,427328.99,0.1
1068,2025-09-19,P013,C0848,108,Entre Ríos,6,30626.48,0.15
1069,2023-03-05,P006,C0679,107,Corrientes,8,141141.12,0.1
1070,2023-01-07,P030,C1193,115,Neuquén,7,250066.58,0.0
1071,2025-10-18,P017,C0728,103,Catamarca,12,142871.49,0.0
1072,2023-12-30,P025,C0561,113,Mendoza,3,283157.58,0.05
1073,2025-04-10,P009,C1250,108,Entre Ríos,6,73225.76,0.0
1074,2023-11-18,P029,C0465,105,Chubut,1,801000.62,0.0
1075,2023-01-08,P003,C0718,117,Salta,10,56569.0,0.15
1076,2024-01-26,P007,C1446,108,Entre Ríos,2,244117.75,0.0
1077,2023-10-28,P028,C0862,106,Córdoba,10,297088.22,0.1
1078,2024-03-11,P030,C0425,102,Ciudad Autónoma de Buenos Aires,8,200053.26,0.2
1079,2025-02-13,P015,C1381,116,Río Negro,13,744102.24,0.2
1080,2024-12-16,P011,C0126,112,La Rioja,11,166781.77,0.0
1081,2023-08-08,P013,C0148,115,Neuquén,14,34229.59,0.05
1082,2024-02-26,P027,C0802,114,Misiones,7,162872.37,0.05
1083,2025-08-26,P007,C1410,101,Buenos Aires,12,219705.98,0.1
1084,2023-06-17,P003,C1191,117,Salta,1,53241.41,0.2
1085,2024-02-29,P015,C0055,121,Santa Fe,10,837115.02,0.1
1086,2023-07-28,P019,C0434,109,Formosa,9,23853.08,0.0
1087,2023-11-11,P020,C0050,101,Buenos Aires,4,543693.53,0.0
1088,2023-10-11,P007,C1336,114,Misiones,4,244117.75,0.0
1089,2025-09-02,P029,C1241,101,Buenos Aires,11,760950.59,0.05
1090,2025-07-05,P013,C0505,117,Salta,12,34229.59,0.05
1091,2023-01-24,P005,C0051,102,Ciudad Autónoma de Buenos Aires,11,242504.36,0.15
1092,2023-02-24,P019,C0522,122,Santiago del Estero,14,23853.08,0.0
1093,2024-08-20,P020,C1158,112,La Rioja,5,516508.85,0.05
1094,2023-05-06,P016,C1417,108,Entre Ríos,14,281612.47,0.0
1095,2025-06-11,P002,C1359,114,Misiones,10,267328.61,0.0
1096,2024-01-27,P022,C0029,106,Córdoba,8,580735.95,0.1
1097,2023-08-26,P024,C0320,114,Misiones,8,64632.45,0.2
1098,2024-10-22,P018,C1169,121,Santa Fe,6,287184.46,0.1
1099,2024-10-21,P024,C1393,118,San Juan,9,80790.56,0.0
1100,2023-03-15,P010,C0817,119,San Luis,8,800268.82,0.0
1101,2023-11-11,P010,C0652,122,Santiago del Estero,5,800268.82,0.0
1102,2024-07-19,P008,C0539,102,Ciudad Autónoma de Buenos Aires,13,474809.99,0.0
1103,2023-07-17,P017,C0681,110,Jujuy,11,142871.49,0.0
1104,2023-03-21,P009,C0348,112,La Rioja,9,65903.18,0.1
1105,2024-04-03,P007,C0183,121,Santa Fe,5,231911.86,0.05
1106,2025-08-22,P021,C0183,113,Mendoza,15,916260.87,0.0
1107,2025-02-24,P008,C0546,121,Santa Fe,11,427328.99,0.1
1108,2025-07-26,P016,C0379,109,Formosa,14,267531.85,0.05
1109,2023-02-08,P015,C0675,101,Buenos Aires,10,837115.02,0.1
1110,2023-04-19,P024,C0524,106,Córdoba,7,80790.56,0.0
1111,2024-11-08,P001,C0240,106,Córdoba,7,143873.95,0.15
1112,2024-10-08,P019,C1029,101,Buenos Aires,8,23853.08,0.0
1113,2025-11-16,P007,C0466,112,La Rioja,6,207500.09,0.15
1114,2024-08-10,P015,C0681,119,San Luis,9,930127.8,0.0
1115,2025-01-15,P028,C1379,107,Corrientes,7,330098.02,0.0
1116,2023-06-14,P025,C0097,102,Ciudad Autónoma de Buenos Aires,6,298060.61,0.0
1117,2023-09-26,P001,C1291,114,Misiones,1,152337.12,0.1
1118,2023-08-04,P006,C0488,106,Córdoba,2,133299.95,0.15
1119,2024-08-21,P030,C0821,101,Buenos Aires,13,237563.25,0.05
1120,2023-02-13,P023,C1156,106,Córdoba,8,761016.7,0.1
1121,2024-09-14,P028,C0117,101,Buenos Aires,13,297088.22,0.1
1122,2023-12-18,P011,C0828,116,Río Negro,13,133425.42,0.2
1123,2023-01-04,P019,C0347,117,Salta,6,21467.77,0.1
1124,2023-03-14,P006,C0890,121,Santa Fe,12,133299.95,0.15
1125,2024-02-09,P004,C0621,119,San Luis,1,625373.52,0.2
1126,2025-11-03,P021,C0148,109,Formosa,7,687195.65,0.25
1127,2023-12-26,P007,C0893,120,Santa Cruz,1,219705.98,0.1
1128,2025-03-18,P026,C0233,118,San Juan,5,169765.07,0.0
1129,2023-03-25,P028,C0537,123,Tierra del Fuego,15,313593.12,0.05
1130,2025-05-14,P021,C0858,106,Córdoba,12,916260.87,0.0
1131,2025-03-27,P008,C0429,114,Misiones,5,451069.49,0.05
1132,2024-02-14,P026,C0416,106,Córdoba,12,169765.07,0.0
1133,2025-08-10,P028,C0906,106,Córdoba,6,313593.12,0.05
1134,2023-05-16,P021,C1449,121,Santa Fe,11,824634.78,0.1
1135,2024-01-29,P014,C0635,102,Ciudad Autónoma de Buenos Aires,8,590578.14,0.05
1136,2024-04-16,P005,C0210,114,Misiones,9,285299.25,0.0
1137,2025-08-17,P023,C0952,121,Santa Fe,12,845574.11,0.0
1138,2025-10-15,P007,C0078,113,Mendoza,15,183088.31,0.25
1139,2025-01-13,P024,C1078,106,Córdoba,1,76751.03,0.05
1140,2025-10-31,P001,C0530,110,Jujuy,11,152337.12,0.1
1141,2023-06-04,P028,C0918,121,Santa Fe,9,313593.12,0.05
1142,2023-12-28,P021,C0580,107,Corrientes,8,916260.87,0.0
1143,2024-12-15,P030,C1268,108,Entre Ríos,7,212556.59,0.15
1144,2024-03-14,P010,C1425,105,Chubut,8,760255.38,0.05
1145,2023-11-04,P002,C0774,123,Tierra del Fuego,12,267328.61,0.0
1146,2025-11-09,P001,C1027,114,Misiones,1,152337.12,0.1
1147,2023-12-08,P029,C1471,108,Entre Ríos,7,801000.62,0.0
1148,2024-04-14,P028,C0777,116,Río Negro,9,330098.02,0.0
1149,2025-08-25,P026,C0053,110,Jujuy,4,135812.06,0.2
1150,2025-08-30,P004,C0013,122,Santiago del Estero,2,625373.52,0.2
1151,2025-03-20,P020,C0241,108,Entre Ríos,7,543693.53,0.0
1152,2025-04-07,P017,C0160,102,Ciudad Autónoma de Buenos Aires,13,107153.62,0.25
1153,2025-10-11,P025,C1174,102,Ciudad Autónoma de Buenos Aires,15,223545.46,0.25
1154,2024-03-21,P020,C0607,101,Buenos Aires,8,434954.82,0.2
1155,2024-12-26,P027,C0495,114,Misiones,1,171444.6,0.0
1156,2025-04-23,P013,C0487,102,Ciudad Autónoma de Buenos Aires,9,34229.59,0.05
1157,2025-05-15,P004,C0990,116,Río Negro,8,664459.36,0.15
1158,2024-01-07,P025,C0458,121,Santa Fe,15,238448.49,0.2
1159,2025-02-28,P017,C1219,101,Buenos Aires,11,142871.49,0.0
1160,2025-03-22,P008,C0893,119,San Luis,9,403588.49,0.15
1161,2023-01-31,P018,C0898,110,Jujuy,2,319093.85,0.0
1162,2025-01-26,P012,C0568,113,Mendoza,4,8623.17,0.0
1163,2024-03-05,P028,C0290,116,Río Negro,11,330098.02,0.0
1164,2025-08-30,P025,C0853,122,Santiago del Estero,2,298060.61,0.0
1165,2025-06-11,P005,C0651,106,Córdoba,9,242504.36,0.15
1166,2024-07-01,P015,C1270,108,Entre Ríos,3,930127.8,0.0
1167,2025-09-12,P003,C0397,115,Neuquén,14,56569.0,0.15
1168,2024-09-16,P022,C0374,113,Mendoza,6,645262.17,0.0
1169,2024-07-01,P013,C0208,108,Entre Ríos,14,36031.15,0.0
1170,2025-08-03,P029,C1166,119,San Luis,10,680850.53,0.15
1171,2024-11-10,P018,C0920,101,Buenos Aires,1,319093.85,0.0
1172,2025-08-31,P028,C1348,114,Misiones,12,297088.22,0.1
1173,2025-05-12,P001,C1304,116,Río Negro,5,160800.3,0.05
1174,2024-01-15,P021,C0719,113,Mendoza,7,778821.74,0.15
1175,2024-02-04,P007,C1065,122,Santiago del Estero,2,219705.98,0.1
1176,2025-08-18,P008,C0626,113,Mendoza,13,403588.49,0.15
1177,2025-03-10,P016,C0516,102,Ciudad Autónoma de Buenos Aires,13,253451.22,0.1
1178,2025-08-07,P010,C1153,117,Salta,9,800268.82,0.0
1179,2025-10-19,P001,C0071,124,Tucumán,2,169263.47,0.0
1180,2024-05-22,P014,C0495,121,Santa Fe,8,621661.2,0.0
1181,2023-09-16,P018,C0469,121,Santa Fe,15,271229.77,0.15
1182,2024-12-18,P014,C1154,102,Ciudad Autónoma de Buenos Aires,8,590578.14,0.05
1183,2023-11-10,P023,C0467,114,Misiones,8,845574.11,0.0
1184,2023-07-16,P026,C1494,101,Buenos Aires,2,135812.06,0.2
1185,2024-07-31,P012,C1198,114,Misiones,2,8623.17,0.0
1186,2024-05-05,P028,C0285,110,Jujuy,7,330098.02,0.0
1187,2024-02-24,P022,C0425,102,Ciudad Autónoma de Buenos Aires,2,645262.17,0.0
1188,2024-09-26,P002,C0662,101,Buenos Aires,13,253962.18,0.05
1189,2025-08-24,P017,C0288,113,Mendoza,3,128584.34,0.1
1190,2025-10-27,P009,C0311,112,La Rioja,2,65903.18,0.1
1191,2025-05-15,P005,C1384,102,Ciudad Autónoma de Buenos Aires,10,285299.25,0.0
1192,2024-12-18,P003,C0439,123,Tierra del Fuego,10,56569.0,0.15
1193,2025-05-19,P023,C0003,113,Mendoza,11,803295.4,0.05
1194,2025-11-23,P020,C1210,106,Córdoba,6,516508.85,0.05
1195,2023-06-15,P003,C1369,106,Córdoba,11,63224.17,0.05
1196,2023-08-08,P015,C0369,106,Córdoba,3,837115.02,0.1
1197,2024-04-19,P023,C0301,110,Jujuy,1,761016.7,0.1
1198,2023-03-21,P009,C0411,117,Salta,1,73225.76,0.0
1199,2025-09-28,P029,C1482,101,Buenos Aires,5,801000.62,0.0
1200,2024-03-21,P019,C0277,101,Buenos Aires,3,22660.43,0.05
1201,2024-06-07,P026,C1068,123,Tierra del Fuego,14,169765.07,0.0
1202,2024-08-16,P017,C0322,115,Neuquén,3,142871.49,0.0
1203,2025-10-16,P008,C0474,121,Santa Fe,13,474809.99,0.0
1204,2023-02-19,P023,C1033,103,Catamarca,1,676459.29,0.2
1205,2024-03-20,P012,C0641,101,Buenos Aires,8,7329.69,0.15
1206,2025-07-22,P026,C1258,110,Jujuy,5,152788.56,0.1
1207,2024-08-21,P027,C0348,102,Ciudad Autónoma de Buenos Aires,11,154300.14,0.1
1208,2024-03-22,P002,C0421,101,Buenos Aires,15,267328.61,0.0
1209,2025-07-12,P022,C0872,101,Buenos Aires,5,580735.95,0.1
1210,2023-01-24,P001,C1385,101,Buenos Aires,15,169263.47,0.0
1211,2025-06-05,P002,C0647,106,Córdoba,3,267328.61,0.0
1212,2025-09-04,P003,C0493,123,Tierra del Fuego,12,56569.0,0.15
1213,2024-08-12,P014,C0640,102,Ciudad Autónoma de Buenos Aires,12,621661.2,0.0
1214,2023-09-21,P006,C0333,122,Santiago del Estero,15,156823.47,0.0
1215,2025-08-02,P030,C0041,121,Santa Fe,13,225059.92,0.1
1216,2025-05-11,P016,C1023,114,Misiones,14,253451.22,0.1
1217,2025-04-08,P029,C0711,102,Ciudad Autónoma de Buenos Aires,15,600750.46,0.25
1218,2024-10-07,P029,C1383,104,Chaco,13,720900.56,0.1
1219,2023-12-07,P010,C0503,117,Salta,1,760255.38,0.05
1220,2024-12-02,P013,C1326,101,Buenos Aires,3,32428.04,0.1
1221,2025-03-13,P009,C1268,121,Santa Fe,7,73225.76,0.0
1222,2024-09-15,P007,C1289,102,Ciudad Autónoma de Buenos Aires,15,231911.86,0.05
1223,2023-03-02,P008,C0956,103,Catamarca,3,474809.99,0.0
1224,2023-11-15,P005,C0205,102,Ciudad Autónoma de Buenos Aires,14,285299.25,0.0
1225,2024-09-02,P029,C0293,102,Ciudad Autónoma de Buenos Aires,10,760950.59,0.05
1226,2024-07-19,P023,C0282,121,Santa Fe,8,761016.7,0.1
1227,2023-01-05,P018,C0048,101,Buenos Aires,9,319093.85,0.0
1228,2025-06-22,P026,C1348,106,Córdoba,3,169765.07,0.0
1229,2023-10-07,P002,C0860,114,Misiones,11,267328.61,0.0
1230,2024-05-25,P002,C1035,121,Santa Fe,7,227229.32,0.15
1231,2025-05-12,P008,C1145,120,Santa Cruz,12,427328.99,0.1
1232,2023-04-21,P027,C0438,101,Buenos Aires,11,145727.91,0.15
1233,2024-10-01,P006,C1487,106,Córdoba,11,156823.47,0.0
1234,2025-07-23,P023,C0214,113,Mendoza,13,845574.11,0.0
1235,2023-02-19,P023,C0961,121,Santa Fe,1,803295.4,0.05
1236,2023-09-04,P004,C0481,108,Entre Ríos,3,703545.21,0.1
1237,2024-12-07,P009,C1440,101,Buenos Aires,5,73225.76,0.0
1238,2023-10-14,P012,C0903,107,Corrientes,1,6467.38,0.25
1239,2025-02-23,P022,C0749,106,Córdoba,11,645262.17,0.0
1240,2023-03-11,P001,C0807,102,Ciudad Autónoma de Buenos Aires,11,160800.3,0.05
1241,2024-10-30,P009,C0100,106,Córdoba,5,65903.18,0.1
1242,2023-12-19,P007,C0941,121,Santa Fe,9,219705.98,0.1
1243,2023-08-07,P025,C1327,101,Buenos Aires,13,283157.58,0.05
1244,2024-06-07,P001,C0068,114,Misiones,3,169263.47,0.0
1245,2025-01-28,P028,C0524,102,Ciudad Autónoma de Buenos Aires,4,297088.22,0.1
1246,2025-02-25,P010,C1335,116,Río Negro,14,760255.38,0.05
1247,2025-05-29,P021,C0195,102,Ciudad Autónoma de Buenos Aires,6,916260.87,0.0
1248,2023-04-24,P001,C0191,106,Córdoba,5,160800.3,0.05
1249,2025-08-03,P005,C0844,102,Ciudad Autónoma de Buenos Aires,6,271034.29,0.05
1250,2025-03-28,P003,C0361,124,Tucumán,4,63224.17,0.05
1251,2024-08-24,P011,C0529,115,Neuquén,10,158442.68,0.05
1252,2023-06-04,P001,C0810,119,San Luis,9,169263.47,0.0
1253,2025-06-02,P015,C0023,102,Ciudad Autónoma de Buenos Aires,15,930127.8,0.0
1254,2025-02-15,P019,C0641,102,Ciudad Autónoma de Buenos Aires,9,22660.43,0.05
1255,2025-06-27,P012,C0569,119,San Luis,5,8623.17,0.0
1256,2024-12-09,P009,C0910,101,Buenos Aires,5,69564.47,0.05
1257,2025-07-07,P025,C0185,113,Mendoza,14,298060.61,0.0
1258,2023-01-25,P005,C1125,108,Entre Ríos,6,256769.32,0.1
1259,2025-01-21,P003,C1327,121,Santa Fe,1,59896.58,0.1
1260,2023-08-20,P009,C0633,109,Formosa,12,73225.76,0.0
1261,2025-08-04,P005,C0695,103,Catamarca,15,285299.25,0.0
1262,2023-08-01,P007,C1392,113,Mendoza,9,195294.2,0.2
1263,2025-07-24,P001,C0531,113,Mendoza,9,169263.47,0.0
1264,2024-07-14,P012,C0525,113,Mendoza,4,8623.17,0.0
1265,2025-07-12,P023,C0265,119,San Luis,3,761016.7,0.1
1266,2025-01-11,P019,C0017,101,Buenos Aires,12,23853.08,0.0
1267,2025-08-17,P021,C0426,106,Córdoba,6,870447.83,0.05
1268,2023-06-23,P014,C0326,113,Mendoza,6,590578.14,0.05
1269,2023-06-22,P003,C0521,106,Córdoba,10,63224.17,0.05
1270,2023-03-04,P030,C0924,107,Corrientes,13,250066.58,0.0
1271,2024-11-06,P004,C0816,116,Río Negro,13,742631.06,0.05
1272,2023-10-29,P029,C0877,121,Santa Fe,4,801000.62,0.0
1273,2025-05-11,P012,C0132,102,Ciudad Autónoma de Buenos Aires,6,8192.01,0.05
1274,2024-04-16,P008,C0414,119,San Luis,5,379847.99,0.2
1275,2024-11-20,P001,C0989,119,San Luis,11,160800.3,0.05
1276,2025-04-28,P016,C0273,102,Ciudad Autónoma de Buenos Aires,10,281612.47,0.0
1277,2023-03-29,P015,C0936,106,Córdoba,10,837115.02,0.1
1278,2025-11-13,P006,C0306,106,Córdoba,6,117617.6,0.25
1279,2023-02-23,P017,C0873,121,Santa Fe,2,128584.34,0.1
1280,2024-05-21,P014,C1438,102,Ciudad Autónoma de Buenos Aires,13,590578.14,0.05
1281,2024-05-06,P021,C0028,101,Buenos Aires,8,916260.87,0.0
1282,2023-02-24,P014,C0915,106,Córdoba,15,621661.2,0.0
1283,2023-06-20,P009,C0828,124,Tucumán,11,65903.18,0.1
1284,2023-08-15,P002,C1013,117,Salta,5,253962.18,0.05
1285,2023-06-05,P027,C1263,101,Buenos Aires,13,171444.6,0.0
1286,2023-02-17,P010,C0964,102,Ciudad Autónoma de Buenos Aires,15,680228.5,0.15
1287,2023-04-08,P005,C0663,106,Córdoba,8,285299.25,0.0
1288,2025-01-16,P008,C0426,110,Jujuy,14,474809.99,0.0
1289,2025-09-19,P013,C0291,107,Corrientes,4,36031.15,0.0
1290,2023-11-14,P012,C0940,123,Tierra del Fuego,12,8623.17,0.0
1291,2023-02-05,P018,C1187,122,Santiago del Estero,14,255275.08,0.2
1292,2023-12-11,P027,C0349,117,Salta,10,137155.68,0.2
1293,2023-07-26,P019,C0103,116,Río Negro,1,22660.43,0.05
1294,2024-06-30,P002,C0040,110,Jujuy,15,213862.89,0.2
1295,2024-10-27,P010,C0117,104,Chaco,11,800268.82,0.0
1296,2025-11-19,P021,C0806,105,Chubut,2,778821.74,0.15
1297,2023-02-09,P020,C0066,101,Buenos Aires,9,516508.85,0.05
1298,2025-05-30,P002,C0637,124,Tucumán,13,213862.89,0.2
1299,2025-05-02,P001,C0398,118,San Juan,6,160800.3,0.05
1300,2023-08-24,P018,C0508,106,Córdoba,6,271229.77,0.15
1301,2023-06-02,P007,C0092,114,Misiones,7,244117.75,0.0
1302,2023-08-30,P018,C0959,113,Mendoza,11,303139.16,0.05
1303,2024-07-29,P017,C0068,101,Buenos Aires,6,142871.49,0.0
1304,2024-06-23,P028,C1125,113,Mendoza,8,330098.02,0.0
1305,2024-08-08,P030,C1048,118,San Juan,3,250066.58,0.0
1306,2023-04-02,P021,C0699,104,Chaco,2,916260.87,0.0
1307,2025-01-27,P022,C0308,102,Ciudad Autónoma de Buenos Aires,11,580735.95,0.1
1308,2024-01-25,P028,C1267,113,Mendoza,12,330098.02,0.0
1309,2023-02-27,P023,C0954,106,Córdoba,15,845574.11,0.0
1310,2024-05-15,P024,C0355,105,Chubut,4,72711.5,0.1
1311,2024-07-17,P028,C1250,109,Formosa,10,330098.02,0.0
1312,2023-06-28,P001,C1467,116,Río Negro,14,160800.3,0.05
1313,2024-03-12,P028,C0619,106,Córdoba,8,313593.12,0.05
1314,2025-07-01,P012,C1259,107,Corrientes,15,7760.85,0.1
1315,2023-12-06,P029,C0582,106,Córdoba,2,680850.53,0.15
1316,2024-04-25,P010,C0156,106,Córdoba,13,720241.94,0.1
1317,2023-08-19,P028,C0048,111,La Pampa,8,313593.12,0.05
1318,2023-05-14,P001,C0160,113,Mendoza,13,152337.12,0.1
1319,2024-12-20,P006,C0252,111,La Pampa,1,156823.47,0.0
1320,2025-03-26,P020,C0230,113,Mendoza,10,543693.53,0.0
1321,2025-02-07,P024,C0540,121,Santa Fe,10,72711.5,0.1
1322,2024-04-19,P019,C0793,109,Formosa,6,23853.08,0.0
1323,2023-01-31,P014,C0054,115,Neuquén,6,621661.2,0.0
1324,2024-02-03,P021,C1073,119,San Luis,3,916260.87,0.0
1325,2025-11-16,P023,C1157,121,Santa Fe,14,718737.99,0.15
1326,2025-11-22,P025,C1489,106,Córdoba,2,298060.61,0.0
1327,2025-09-14,P011,C1482,106,Córdoba,8,166781.77,0.0
1328,2025-03-14,P022,C0992,124,Tucumán,14,645262.17,0.0
1329,2024-02-10,P029,C1453,112,La Rioja,13,801000.62,0.0
1330,2023-11-05,P029,C0795,102,Ciudad Autónoma de Buenos Aires,7,801000.62,0.0
1331,2024-09-09,P014,C1343,114,Misiones,4,590578.14,0.05
1332,2024-09-30,P025,C0165,112,La Rioja,6,283157.58,0.05
1333,2025-11-27,P021,C0720,114,Misiones,7,916260.87,0.0
1334,2023-01-01,P003,C0161,121,Santa Fe,10,56569.0,0.15
1335,2023-09-15,P013,C0666,106,Córdoba,4,34229.59,0.05
1336,2024-11-05,P005,C1152,111,La Pampa,7,256769.32,0.1
1337,2025-03-27,P022,C0740,104,Chaco,5,580735.95,0.1
1338,2023-03-08,P011,C0453,114,Misiones,1,125086.33,0.25
1339,2023-06-26,P018,C0004,118,San Juan,15,271229.77,0.15
1340,2025-02-11,P009,C0133,121,Santa Fe,1,73225.76,0.0
1341,2023-09-21,P004,C0345,116,Río Negro,11,703545.21,0.1
1342,2024-04-20,P025,C0684,105,Chubut,15,298060.61,0.0
1343,2024-05-25,P023,C1212,106,Córdoba,7,845574.11,0.0
1344,2024-03-06,P010,C0396,113,Mendoza,8,800268.82,0.0
1345,2024-11-15,P028,C1295,102,Ciudad Autónoma de Buenos Aires,5,297088.22,0.1
1346,2024-08-26,P025,C0951,111,La Pampa,10,253351.52,0.15
1347,2023-08-19,P006,C1099,102,Ciudad Autónoma de Buenos Aires,6,156823.47,0.0
1348,2025-11-17,P023,C1345,121,Santa Fe,5,845574.11,0.0
1349,2023-05-19,P016,C0190,108,Entre Ríos,3,281612.47,0.0
1350,2025-07-11,P001,C0363,102,Ciudad Autónoma de Buenos Aires,6,169263.47,0.0
1351,2025-11-24,P002,C0392,106,Córdoba,13,227229.32,0.15
1352,2023-12-25,P015,C0137,106,Córdoba,9,930127.8,0.0
1353,2024-03-08,P006,C0508,124,Tucumán,2,148982.3,0.05
1354,2024-03-24,P018,C0500,106,Córdoba,11,287184.46,0.1
1355,2024-09-11,P018,C0399,120,Santa Cruz,4,303139.16,0.05
1356,2025-09-13,P020,C0169,108,Entre Ríos,9,543693.53,0.0
1357,2025-06-02,P017,C1366,116,Río Negro,8,142871.49,0.0
1358,2023-07-31,P003,C0269,121,Santa Fe,11,66551.76,0.0
1359,2025-02-11,P010,C0849,111,La Pampa,3,680228.5,0.15
1360,2025-07-03,P016,C0150,102,Ciudad Autónoma de Buenos Aires,5,211209.35,0.25
1361,2023-12-18,P019,C1326,106,Córdoba,11,20275.12,0.15
1362,2023-04-09,P026,C1414,101,Buenos Aires,10,169765.07,0.0
1363,2023-10-31,P019,C0521,101,Buenos Aires,10,19082.46,0.2
1364,2025-02-25,P007,C1090,123,Tierra del Fuego,6,244117.75,0.0
1365,2024-02-14,P010,C0275,117,Salta,11,800268.82,0.0
1366,2025-11-24,P019,C0180,107,Corrientes,9,23853.08,0.0
1367,2023-10-08,P017,C0016,101,Buenos Aires,11,135727.92,0.05
1368,2023-08-16,P004,C0163,102,Ciudad Autónoma de Buenos Aires,12,625373.52,0.2
